ID,latitude,longitude,State,Median.electricity.bill.by.State,Habitual.electricity.bill.by.State,O,C,E,A,N,Exploratory.Tasks,Challenges,Social.Competition,Social.Network,Unlockable.Content
8167,22.3,-97.85, Tamaulipas,200,130-400 $ MXN,0.72,0.4,0.48,0.52,0.34,Yes,No,No,No,No
8168,22.3,-97.85, Tamaulipas,200,130-400 $ MXN,0.78,0.7,0.92,0.64,0.48,Yes,Yes,Yes,No,No
8169,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.92,0.54,0.68,0.6,1,Yes,No,No,No,Yes
8170,22.3,-97.85, Tamaulipas,200,130-400 $ MXN,0.62,0.62,0.68,0.84,0.52,No,No,No,Yes,No
8171,22.3,-97.85, Tamaulipas,200,130-400 $ MXN,0.92,0.58,0.64,0.84,0.52,Yes,No,No,Yes,No
8172,22.3,-97.85, Tamaulipas,200,130-400 $ MXN,1,0.78,0.74,0.84,0.9,Yes,Yes,Yes,Yes,Yes
8173,22.3,-97.85, Tamaulipas,200,130-400 $ MXN,0.8,0.88,0.8,0.84,0.44,Yes,Yes,Yes,Yes,No
8174,22.3,-97.85, Tamaulipas,200,130-400 $ MXN,0.62,0.44,0.66,0.66,0.8,No,No,No,No,Yes
8175,22.3,-97.85, Tamaulipas,200,130-400 $ MXN,0.72,0.8,0.76,0.62,0.82,Yes,Yes,Yes,No,Yes
8176,22.3,-97.85, Tamaulipas,200,130-400 $ MXN,0.76,0.98,0.74,0.92,0.38,Yes,Yes,Yes,Yes,No
8177,19.2,-96.13, Veracruz,220,139-285 $ MXN,0.8,0.6,0.36,0.78,0.62,Yes,No,No,Yes,No
8178,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.6,0.54,0.7,0.66,Yes,No,No,Yes,No
8179,19.6,-99.05, Estado de Mexico,143,63.5-249.5 $ MXN,0.72,0.66,0.58,0.7,0.42,Yes,No,No,Yes,No
8180,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.96,0.52,0.36,0.62,0.78,Yes,No,No,No,Yes
8181,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.98,0.48,0.66,0.78,0.46,Yes,No,No,Yes,No
8182,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.52,0.7,0.62,0.68,Yes,No,Yes,No,No
8183,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.62,0.56,0.84,0.7,Yes,No,No,Yes,Yes
8184,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.68,0.56,0.42,0.84,0.66,No,No,No,Yes,No
8185,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.68,0.74,0.66,0.8,0.66,No,Yes,No,Yes,No
8187,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.62,0.74,0.54,0.78,0.7,No,Yes,No,Yes,Yes
8188,21.17,-89.98, Yucatan,233,129.5-491.25 $ MXN,0.9,0.82,0.8,0.54,0.74,Yes,Yes,Yes,No,Yes
8189,22.3,-97.85, Tamaulipas,200,130-400 $ MXN,0.68,0.56,0.76,0.7,0.72,No,No,Yes,Yes,Yes
8190,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.52,0.64,0.76,0.72,0.52,No,No,Yes,Yes,No
8191,20.67,-103.33, Jalisco,143.5,96-200 $ MXN,0.82,0.74,0.74,0.78,0.38,Yes,Yes,Yes,Yes,No
8192,20.67,-103.33, Jalisco,143.5,96-200 $ MXN,0.8,0.7,0.6,0.6,0.44,Yes,Yes,No,No,No
8193,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.68,0.6,0.22,0.64,0.78,No,No,No,No,Yes
8194,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.82,0.58,0.8,0.42,Yes,Yes,No,Yes,No
8195,25.67,-100.4, Nuevo Leon,284,150-323 $ MXN,0.84,0.92,0.92,0.2,0.44,Yes,Yes,Yes,No,No
8196,25.43,-98.35, Tamaulipas,200,130-400 $ MXN,0.8,0.34,0.46,0.72,0.78,Yes,No,No,Yes,Yes
8197,25.67,-100.4, Nuevo Leon,284,150-323 $ MXN,0.8,0.52,0.56,0.58,0.64,Yes,No,No,No,No
8198,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.72,0.56,0.36,0.7,0.92,Yes,No,No,Yes,Yes
8199,25.67,-100.4, Nuevo Leon,284,150-323 $ MXN,0.72,0.76,0.5,0.8,0.64,Yes,Yes,No,Yes,No
8200,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.86,0.76,0.8,0.44,Yes,Yes,Yes,Yes,No
8201,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.72,0.4,0.38,0.9,0.9,Yes,No,No,Yes,Yes
8202,21.17,-86.85, Quintana Roo,210,146-300 $ MXN,0.76,0.6,0.78,0.96,0.68,Yes,No,Yes,Yes,No
8203,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.88,0.84,0.84,0.2,Yes,Yes,Yes,Yes,No
8204,20.73,-100.88, Guanajuato,175,126.25-250 $ MXN,0.94,0.56,0.62,0.54,0.8,Yes,No,No,No,Yes
8205,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.98,0.8,0.56,0.7,0.7,Yes,Yes,No,Yes,Yes
8206,20.67,-103.33, Jalisco,143.5,96-200 $ MXN,0.98,0.76,0.54,0.7,0.46,Yes,Yes,No,Yes,No
8207,19.38,-98.02, Tlaxcala,124,65-170 $ MXN,0.86,0.78,0.38,0.7,0.74,Yes,Yes,No,Yes,Yes
8208,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.62,0.68,0.48,0.82,0.64,No,No,No,Yes,No
8209,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.68,0.7,0.62,0.8,0.36,No,Yes,No,Yes,No
8210,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.64,0.82,0.64,0.66,0.44,No,Yes,No,No,No
8211,25.42,-101, Coahuila,220,127.5-325 $ MXN,0.82,0.7,0.4,0.74,0.62,Yes,Yes,No,Yes,No
8212,32.53,-117.02, Baja California,267,197.5-400 $ MXN,0.9,0.72,0.48,0.82,0.68,Yes,Yes,No,Yes,No
8213,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.74,0.7,0.64,0.84,0.68,Yes,Yes,No,Yes,No
8214,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.58,0.68,0.68,0.48,Yes,No,No,No,No
8215,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.62,0.62,0.7,0.76,0.66,No,No,Yes,Yes,No
8216,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.58,0.74,0.48,0.8,0.72,No,Yes,No,Yes,Yes
8217,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.48,0.3,0.78,0.74,Yes,No,No,Yes,Yes
8218,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.94,1,0.68,1,0.44,Yes,Yes,No,Yes,No
8219,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.52,0.5,0.78,0.8,0.52,No,No,Yes,Yes,No
8220,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.58,0.78,0.36,0.7,0.72,No,Yes,No,Yes,Yes
8221,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.56,0.44,0.8,0.76,Yes,No,No,Yes,Yes
8222,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.94,0.72,1,0.7,0.6,Yes,Yes,Yes,Yes,No
8223,19.2,-96.13, Veracruz,220,139-285 $ MXN,0.68,0.6,0.52,0.4,0.72,No,No,No,No,Yes
8224,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.52,0.58,0.7,0.78,Yes,No,No,Yes,Yes
8225,17.98,-92.92, Tabasco,250,148.75-420.5 $ MXN,0.98,0.52,0.42,0.82,0.4,Yes,No,No,Yes,No
8226,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.72,0.44,0.94,0.52,Yes,Yes,No,Yes,No
8227,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.62,0.46,0.34,0.58,0.78,No,No,No,No,Yes
8228,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.94,0.84,0.72,0.92,0.4,Yes,Yes,Yes,Yes,No
8230,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.94,0.48,0.9,0.62,0.3,Yes,No,Yes,No,No
8231,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.74,0.54,0.82,0.82,Yes,Yes,No,Yes,Yes
8232,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.36,0.6,0.72,0.84,0.64,No,No,Yes,Yes,No
8233,19.68,-100.57, Michoacan,90,55-150 $ MXN,0.86,0.66,0.68,0.54,0.8,Yes,No,No,No,Yes
8234,32.53,-117.02, Baja California,267,197.5-400 $ MXN,0.76,0.7,0.66,0.7,0.44,Yes,Yes,No,Yes,No
8235,19.7,-101.12, Michoacan,90,55-150 $ MXN,0.8,0.74,0.48,0.72,0.68,Yes,Yes,No,Yes,No
8236,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.44,0.6,0.68,0.6,Yes,No,No,No,No
8237,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.98,0.48,0.88,0.44,0.7,Yes,No,Yes,No,Yes
8238,21.16,-100.93, Guanajuato,175,126.25-250 $ MXN,0.8,0.62,0.6,0.8,0.7,Yes,No,No,Yes,Yes
8239,21.16,-100.93, Guanajuato,175,126.25-250 $ MXN,0.9,0.56,0.52,0.84,0.68,Yes,No,No,Yes,No
8240,20.67,-103.33, Jalisco,143.5,96-200 $ MXN,0.96,0.6,0.7,0.76,0.42,Yes,No,Yes,Yes,No
8241,19.73,-100.27, Michoacan,90,55-150 $ MXN,0.9,0.7,0.68,0.76,0.72,Yes,Yes,No,Yes,Yes
8242,19.38,-98.02, Tlaxcala,124,65-170 $ MXN,0.96,0.7,0.66,0.74,0.7,Yes,Yes,No,Yes,Yes
8243,29.07,-110.97, Sonora,240,147-488.75 $ MXN,0.88,0.58,0.36,0.66,0.74,Yes,No,No,No,Yes
8244,28.22,-105.32, Chihuahua,215,159-331.5 $ MXN,1,0.94,0.84,0.8,0.42,Yes,Yes,Yes,Yes,No
8245,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.7,0.54,0.42,0.78,0.54,Yes,No,No,Yes,No
8246,21.5,-104.9, Nayarit,152,98-260 $ MXN,0.94,0.34,0.28,0.56,0.9,Yes,No,No,No,Yes
8247,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.92,1,0.92,0.84,0.28,Yes,Yes,Yes,Yes,No
8248,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.92,0.7,0.8,0.84,0.4,Yes,Yes,Yes,Yes,No
8249,20.67,-103.33, Jalisco,143.5,96-200 $ MXN,0.8,0.72,0.54,0.82,0.76,Yes,Yes,No,Yes,Yes
8250,25.77,-100.2, Nuevo Leon,284,150-323 $ MXN,0.88,0.76,0.44,0.9,0.6,Yes,Yes,No,Yes,No
8251,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.7,0.76,0.96,0.62,Yes,Yes,Yes,Yes,No
8252,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.46,0.38,0.58,0.56,Yes,No,No,No,No
8253,19.7,-101.12, Michoacan,90,55-150 $ MXN,0.94,0.44,0.26,0.64,0.68,Yes,No,No,No,No
8254,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.94,0.42,0.62,0.9,0.76,Yes,No,No,Yes,Yes
8255,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.48,0.8,0.66,0.62,Yes,No,Yes,No,No
8256,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.9,0.6,0.3,0.36,0.54,Yes,No,No,No,No
8257,19.42,-102.07, Michoacan,90,55-150 $ MXN,0.84,0.68,0.6,0.56,0.36,Yes,No,No,No,No
8258,25.67,-100.4, Nuevo Leon,284,150-323 $ MXN,0.68,0.46,0.22,0.66,0.74,No,No,No,No,Yes
8259,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.92,0.46,0.5,0.8,0.62,Yes,No,No,Yes,No
8260,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.52,0.8,0.74,0.56,Yes,No,Yes,Yes,No
8261,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.58,0.68,0.38,0.7,0.74,No,No,No,Yes,Yes
8262,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.84,0.44,0.84,0.6,Yes,Yes,No,Yes,No
8263,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.82,0.5,0.24,0.82,0.9,Yes,No,No,Yes,Yes
8264,21.13,-101.67, Guanajuato,175,126.25-250 $ MXN,1,0.76,0.48,0.5,0.5,Yes,Yes,No,No,No
8265,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.28,0.88,0.86,0.84,Yes,No,Yes,Yes,Yes
8266,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.58,0.6,0.62,0.42,Yes,No,No,No,No
8267,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.96,0.7,0.84,0.42,0.44,Yes,Yes,Yes,No,No
8268,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.96,0.66,0.56,0.74,0.52,Yes,No,No,Yes,No
8269,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.94,0.46,0.74,0.88,0.64,Yes,No,Yes,Yes,No
8270,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,1,0.3,0.82,0.86,0.68,Yes,No,Yes,Yes,No
8271,19.4,-99.16, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.48,0.7,0.9,1,Yes,No,Yes,Yes,Yes
8272,22.52,-100.67,San Luis Potosi,178,150-261.5 $ MXN,0.7,0.7,0.66,0.8,0.74,Yes,Yes,No,Yes,Yes
8273,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.56,0.76,0.86,0.46,Yes,No,Yes,Yes,No
8274,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.66,0.46,0.72,0.82,Yes,No,No,Yes,Yes
8275,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.56,0.56,0.5,0.7,0.78,No,No,No,Yes,Yes
8276,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.92,0.82,0.56,0.84,0.84,Yes,Yes,No,Yes,Yes
8277,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.98,0.76,0.28,0.4,0.56,Yes,Yes,No,No,No
8278,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.9,0.5,0.46,0.52,0.46,Yes,No,No,No,No
8279,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.82,0.84,0.8,0.7,0.52,Yes,Yes,Yes,Yes,No
8280,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.98,0.48,0.34,0.88,0.44,Yes,No,No,Yes,No
8281,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.7,0.74,0.54,0.38,Yes,Yes,Yes,No,No
8282,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.6,0.38,0.58,0.68,Yes,No,No,No,No
8283,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.7,0.6,0.96,0.54,Yes,Yes,No,Yes,No
8284,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.86,0.54,0.38,0.66,0.46,Yes,No,No,No,No
8285,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.72,0.52,0.68,0.66,0.84,Yes,No,No,No,Yes
8286,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.92,0.58,0.78,0.84,0.78,Yes,No,Yes,Yes,Yes
8287,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.98,0.84,0.24,0.8,0.22,Yes,Yes,No,Yes,No
8288,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.82,0.68,0.84,0.4,Yes,Yes,No,Yes,No
8289,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.66,0.72,0.6,0.86,0.72,No,Yes,No,Yes,Yes
8290,19.31,-98.24, Tlaxcala,124,65-170 $ MXN,0.9,0.86,0.78,0.96,0.78,Yes,Yes,Yes,Yes,Yes
8291,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.94,0.66,0.28,0.44,0.96,Yes,No,No,No,Yes
8292,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.88,0.8,0.92,0.36,Yes,Yes,Yes,Yes,No
8294,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.72,0.88,0.84,0.84,0.36,Yes,Yes,Yes,Yes,No
8295,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,1,0.64,0.24,0.46,0.92,Yes,No,No,No,Yes
8296,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,1,0.28,0.7,0.5,0.4,Yes,No,Yes,No,No
8297,19.38,-98.02, Tlaxcala,124,65-170 $ MXN,0.68,0.76,0.42,0.82,0.72,No,Yes,No,Yes,Yes
8298,19.7,-101.12, Michoacan,90,55-150 $ MXN,0.94,0.72,0.74,0.82,0.62,Yes,Yes,Yes,Yes,No
8300,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.66,0.76,0.56,0.82,Yes,No,Yes,No,Yes
8301,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.68,0.88,0.68,0.76,0.52,No,Yes,No,Yes,No
8302,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.86,0.44,0.48,0.82,0.58,Yes,No,No,Yes,No
8303,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.7,0.32,0.68,0.72,Yes,Yes,No,No,Yes
8304,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.9,0.4,0.4,0.52,0.82,Yes,No,No,No,Yes
8305,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.64,0.6,0.56,0.48,Yes,No,No,No,No
8306,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.78,0.48,0.66,0.62,Yes,Yes,No,No,No
8307,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,1,0.92,0.28,0.28,0.84,Yes,Yes,No,No,Yes
8308,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,1,0.52,0.5,0.5,0.48,Yes,No,No,No,No
8310,21.17,-86.85, Quintana Roo,210,146-300 $ MXN,0.76,0.56,0.78,0.78,0.84,Yes,No,Yes,Yes,Yes
8311,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.72,0.7,0.32,0.6,0.58,Yes,Yes,No,No,No
8312,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.82,0.5,0.78,0.66,Yes,Yes,No,Yes,No
8313,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.56,0.64,0.72,0.58,0.66,No,No,Yes,No,No
8314,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.68,0.76,0.74,0.6,Yes,No,Yes,Yes,No
8315,19.2,-96.13, Veracruz,220,139-285 $ MXN,0.82,0.62,0.38,0.8,0.62,Yes,No,No,Yes,No
8316,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.66,0.78,0.74,0.58,Yes,No,Yes,Yes,No
8317,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.44,0.24,0.56,0.6,Yes,No,No,No,No
8318,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.96,0.7,0.38,0.48,0.74,Yes,Yes,No,No,Yes
8319,20.65,-103.32, Jalisco,143.5,96-200 $ MXN,0.88,0.62,0.76,0.76,0.44,Yes,No,Yes,Yes,No
8320,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.92,0.62,0.7,0.94,0.8,Yes,No,Yes,Yes,Yes
8321,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.56,0.8,0.76,0.74,0.62,No,Yes,Yes,Yes,No
8322,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.78,0.76,0.56,0.96,0.28,Yes,Yes,No,Yes,No
8323,19.35,-99.36, Estado de Mexico,143,63.5-249.5 $ MXN,0.8,0.52,0.36,0.66,0.76,Yes,No,No,No,Yes
8325,18.27,-93.22, Tabasco,250,148.75-420.5 $ MXN,0.8,0.74,0.86,0.92,0.7,Yes,Yes,Yes,Yes,Yes
8326,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.7,0.56,0.42,0.7,0.76,Yes,No,No,Yes,Yes
8327,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.92,0.58,0.68,0.84,0.68,Yes,No,No,Yes,No
8328,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.62,0.56,0.38,0.72,0.68,No,No,No,Yes,No
8329,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.6,0.66,0.28,0.96,0.88,No,No,No,Yes,Yes
8330,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.9,0.56,0.54,0.78,0.78,Yes,No,No,Yes,Yes
8331,25.67,-100.4, Nuevo Leon,284,150-323 $ MXN,0.78,0.72,0.62,0.98,0.38,Yes,Yes,No,Yes,No
8332,25.67,-100.4, Nuevo Leon,284,150-323 $ MXN,0.88,0.58,0.52,0.96,0.9,Yes,No,No,Yes,Yes
8333,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.66,0.54,0.52,0.9,0.78,No,No,No,Yes,Yes
8334,31.73,-106.48, Chihuahua,215,159-331.5 $ MXN,0.62,0.72,0.44,0.52,0.6,No,Yes,No,No,No
8335,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.74,0.48,0.92,0.54,Yes,Yes,No,Yes,No
8336,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.82,0.46,0.36,0.48,0.38,Yes,No,No,No,No
8337,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.94,0.88,0.28,0.5,0.58,Yes,Yes,No,No,No
8338,25.67,-100.4, Nuevo Leon,284,150-323 $ MXN,0.82,0.6,0.42,0.88,0.68,Yes,No,No,Yes,No
8339,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.7,0.52,0.52,0.82,0.86,Yes,No,No,Yes,Yes
8340,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.86,0.64,0.44,0.8,0.62,Yes,No,No,Yes,No
8341,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.64,0.56,0.82,0.72,Yes,No,No,Yes,Yes
8342,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.92,0.6,0.82,0.82,0.68,Yes,No,Yes,Yes,No
8343,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.94,0.76,0.54,0.92,0.7,Yes,Yes,No,Yes,Yes
8344,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.6,0.34,0.82,0.92,Yes,No,No,Yes,Yes
8345,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.54,0.36,0.6,0.86,Yes,No,No,No,Yes
8346,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.72,0.68,0.68,0.68,0.6,Yes,No,No,No,No
8347,20.67,-103.33, Jalisco,143.5,96-200 $ MXN,0.64,0.6,0.32,0.72,0.76,No,No,No,Yes,Yes
8348,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,1,0.92,0.82,0.54,0.46,Yes,Yes,Yes,No,No
8349,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.64,0.76,0.88,0.56,Yes,No,Yes,Yes,No
8350,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.66,0.8,0.78,0.46,Yes,No,Yes,Yes,No
8351,17.88,-91.47, Tabasco,250,148.75-420.5 $ MXN,0.76,0.66,0.58,0.74,0.5,Yes,No,No,Yes,No
8352,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.64,0.44,0.52,0.78,0.68,No,No,No,Yes,No
8353,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.94,0.58,0.34,0.52,0.5,Yes,No,No,No,No
8354,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.82,0.74,0.74,0.4,Yes,Yes,Yes,Yes,No
8355,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.64,0.28,0.82,0.64,Yes,No,No,Yes,No
8356,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.94,0.72,0.52,0.62,0.32,Yes,Yes,No,No,No
8357,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.72,0.56,0.38,0.84,0.74,Yes,No,No,Yes,Yes
8358,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.6,0.54,0.86,0.6,Yes,No,No,Yes,No
8359,25.68,-100.25, Nuevo Leon,284,150-323 $ MXN,0.94,0.66,0.36,0.74,0.78,Yes,No,No,Yes,Yes
8360,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.9,0.42,0.86,0.64,Yes,Yes,No,Yes,No
8361,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.52,0.46,0.54,0.64,Yes,No,No,No,No
8362,25.67,-100.4, Nuevo Leon,284,150-323 $ MXN,0.64,1,0.44,0.96,0.84,No,Yes,No,Yes,Yes
8363,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.56,0.6,0.86,0.66,Yes,No,No,Yes,No
8365,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.92,0.76,0.76,0.74,0.64,Yes,Yes,Yes,Yes,No
8366,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.54,0.44,0.3,0.86,0.9,No,No,No,Yes,Yes
8367,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.82,0.72,0.42,0.88,0.68,Yes,Yes,No,Yes,No
8368,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.7,0.84,0.4,0.24,0.74,Yes,Yes,No,No,Yes
8369,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.58,0.9,0.62,0.9,0.64,No,Yes,No,Yes,No
8370,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.44,0.4,0.72,0.82,Yes,No,No,Yes,Yes
8371,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.56,0.52,0.4,0.56,0.72,No,No,No,No,Yes
